norm_iri;content;content_clean
dio~di101-0036~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Anno ∙ <lig>do</lig>mini ∙ Millesimo ∙ / Quadringentesimo ∙ &lt;xxxiiii&gt; ∙ obijt ∙ Jacobus ∙ dic[t]us ∙ Aw[er] ∙ abbas ∙ / ∙ aspacensis ∙ ecclesie ∙ pie ∙ / memorie ∙ </lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Miserere<appalpha id=""footnotes-appalpha-dio-di101-0036-a"">a)</appalpha> ∙ mei ∙ deus ∙</lno>
      </par>
    </sec>
  </sco>";I. Anno ∙ domini ∙ Millesimo ∙ / Quadringentesimo ∙ <xxxiiii> ∙ obijt ∙ Jacobus ∙ dic[t]us ∙ Aw[er] ∙ abbas ∙ / ∙ aspacensis ∙ ecclesie ∙ pie ∙ / memorie ∙ II. Misererea) ∙ mei ∙ deus ∙
dio~di101-0037~1;"<sco>
<sec>

<par>
<lno>Hie leit friderich Auer der tott ist Anno domini M CCCC XXX IIII</lno>
</par>
</sec>
</sco>";Hie leit friderich Auer der tott ist Anno domini M CCCC XXX IIII
dio~di101-0038~1;"<sco>
    <sec>
      <par>
        <lno>Hie ∙ leit ∙ iacob ∙ Wo<lig>pp</lig>inger ∙ der ∙ / <lig>ge</lig>star<lig>be</lig>n<appalpha id=""footnotes-appalpha-dio-di101-0038-a"">a)</appalpha> ∙ ist ∙ anno ∙ d(omi)ni ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0038-o"">o</appalpha> ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0038-o"">o</appalpha> ∙ / xxxv<appalpha id=""footnotes-appalpha-dio-di101-0038-ob"">ob)</appalpha> ∙ // vnd ∙ barbara ∙ len<lig>be</lig>r<lig>ge</lig>rin ∙ sein ∙ / havsfraw ∙ dy ∙ tod ∙ ist ∙ an(n)o ∙ d(omi)ni / [M<appalpha id=""footnotes-appalpha-dio-di101-0038-o"">o</appalpha> cccc]<appalpha id=""footnotes-appalpha-dio-di101-0038-o"">o</appalpha> [.]x̣x̣i<appalpha id=""footnotes-appalpha-dio-di101-0038-o"">o</appalpha> ∙</lno>
      </par>
    </sec>
  </sco>";Hie ∙ leit ∙ iacob ∙ Woppinger ∙ der ∙ / gestarbena) ∙ ist ∙ anno ∙ d(omi)ni ∙ Mo ∙ cccco ∙ / xxxvob) ∙ // vnd ∙ barbara ∙ lenbergerin ∙ sein ∙ / havsfraw ∙ dy ∙ tod ∙ ist ∙ an(n)o ∙ d(omi)ni / [Mo cccc]o [.]x̣x̣io ∙
dio~di101-0039~1;"<sco>
    <sec>
      <par>
        <lno>Hie leit lienhart po<lig>pp</lig>enperger / der gestorben ist an sand veicz tag anno d(omi)ni M<appalpha id=""footnotes-appalpha-dio-di101-0039-o"">o </appalpha>cccc<appalpha id=""footnotes-appalpha-dio-di101-0039-o"">o</appalpha> xxxvii<appalpha id=""footnotes-appalpha-dio-di101-0039-o"">o</appalpha></lno>
      </par>
    </sec>
  </sco>";Hie leit lienhart poppenperger / der gestorben ist an sand veicz tag anno d(omi)ni Mo cccco xxxviio
dio~di101-0040~1;"<sco>
    <sec>
      <par>
        <lno>Da ∙ ligt ∙ Mat<lig>he</lig>us ∙ / Ekker ∙ <lig>de</lig>r ∙ gestarbe(n) ∙ ist ∙ am ∙ sexte(n) ∙ tag ∙ nach / Ulrici ∙ an(n)o<appalpha id=""footnotes-appalpha-dio-di101-0040-a"">a)</appalpha> ∙ M ∙ ccccxl ·</lno>
      </par>
    </sec>
  </sco>";Da ∙ ligt ∙ Matheus ∙ / Ekker ∙ der ∙ gestarbe(n) ∙ ist ∙ am ∙ sexte(n) ∙ tag ∙ nach / Ulrici ∙ an(n)oa) ∙ M ∙ ccccxl ·
dio~di101-0041~1;"<sco>
    <sec>
      <par>
        <lno>Hie ∙ leit ∙ her ∙ Jacob ∙ / ∙ Cha<lig>pp</lig>elan ∙ zw ∙ Cha/rphaim ∙ obit<appalpha id=""footnotes-appalpha-dio-di101-0041-a"">a)</appalpha> ∙ an(no)<appalpha id=""footnotes-appalpha-dio-di101-0041-b"">b)</appalpha> ∙ / d(omin)i<appalpha id=""footnotes-appalpha-dio-di101-0041-b"">b)</appalpha> ∙ Mi(llesimo) ∙ cccc ∙ xli Jar ∙</lno>
      </par>
    </sec>
  </sco>";Hie ∙ leit ∙ her ∙ Jacob ∙ / ∙ Chappelan ∙ zw ∙ Cha/rphaim ∙ obita) ∙ an(no)b) ∙ / d(omin)ib) ∙ Mi(llesimo) ∙ cccc ∙ xli Jar ∙
dio~di101-0042~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Anno ∙ d(omi)ni ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0042-o"">o</appalpha> ∙ cccc ∙ xlii ∙ / Obyt dominus ∙ Andreas ∙ Aich[in]gar ∙ Rector ∙ p(ar)iuchialis<appalpha id=""footnotes-appalpha-dio-di101-0042-a"">a)</appalpha> ∙ / Ecclesie ∙ in ∙ Chorhaim ∙ / ∙ In ∙ die ∙ Ṣ(ancte) ∙ Mathie ∙ ap(osto)li ∙ </lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>All her Nach</lno>
      </par>
    </sec>
  </sco>";I. Anno ∙ d(omi)ni ∙ Mo ∙ cccc ∙ xlii ∙ / Obyt dominus ∙ Andreas ∙ Aich[in]gar ∙ Rector ∙ p(ar)iuchialisa) ∙ / Ecclesie ∙ in ∙ Chorhaim ∙ / ∙ In ∙ die ∙ Ṣ(ancte) ∙ Mathie ∙ ap(osto)li ∙ II. All her Nach
dio~di101-0043~1;"<sco>
    <sec>
      <par>
        <lno>∙ anno<appalpha id=""footnotes-appalpha-dio-di101-0043-a"">a)</appalpha> ∙ domini ∙ millesimo cccc xliii ∙ o<appalpha id=""footnotes-appalpha-dio-di101-0043-b"">b)</appalpha> ∙ rex ∙ glorie ∙ veni ∙ cvm ∙ pace</lno>
      </par>
    </sec>
  </sco>";∙ annoa) ∙ domini ∙ millesimo cccc xliii ∙ ob) ∙ rex ∙ glorie ∙ veni ∙ cvm ∙ pace
dio~di101-0044~1;"<sco>
    <sec>
      <par>
        <lno>+ Anno ∙ d(omi)nj ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0044-o"">o</appalpha> ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0044-o"">o</appalpha> ∙ / xliiij<appalpha id=""footnotes-appalpha-dio-di101-0044-o"">o</appalpha> ∙ die ∙ xij ∙ mensis / Augusti ∙ reconciliata / est ∙ p(rese)ns ∙ ecclesia ∙ et ∙ / cimiteriu(m)<appalpha id=""footnotes-appalpha-dio-di101-0044-a"">a)</appalpha> ∙ ac ∙ capella / s(an)c(t)i ∙ Nicolai ∙ et ∙ i(n) ∙ eade(m) / altare ∙ sancti ∙ Martini ∙ / de ∙ nouo ∙ consecratu(m) / et ∙ erectum ∙ id ∙ fieri ∙ / p(ro)curauit ∙ Eberhard(us) / paur ∙ pl(e)b(a)nus ∙ ibidem</lno>
      </par>
    </sec>
  </sco>";+ Anno ∙ d(omi)nj ∙ Mo ∙ cccco ∙ / xliiijo ∙ die ∙ xij ∙ mensis / Augusti ∙ reconciliata / est ∙ p(rese)ns ∙ ecclesia ∙ et ∙ / cimiteriu(m)a) ∙ ac ∙ capella / s(an)c(t)i ∙ Nicolai ∙ et ∙ i(n) ∙ eade(m) / altare ∙ sancti ∙ Martini ∙ / de ∙ nouo ∙ consecratu(m) / et ∙ erectum ∙ id ∙ fieri ∙ / p(ro)curauit ∙ Eberhard(us) / paur ∙ pl(e)b(a)nus ∙ ibidem
dio~di101-0045~1;"<sco>
    <sec>
      <par>
        <lno>+ Anno ∙ d(omi)nj ∙ M ∙ cccc ∙ xliiij ∙ / Jst ∙ gestorben<appalpha id=""footnotes-appalpha-dio-di101-0045-a"">a)</appalpha> ∙ der ∙ Edel ∙ vest ∙ Jorig ∙ Goder ∙ dem ∙ got ∙ gena/dig ∙ sey ∙ Amen ∙</lno>
      </par>
    </sec>
  </sco>";+ Anno ∙ d(omi)nj ∙ M ∙ cccc ∙ xliiij ∙ / Jst ∙ gestorbena) ∙ der ∙ Edel ∙ vest ∙ Jorig ∙ Goder ∙ dem ∙ got ∙ gena/dig ∙ sey ∙ Amen ∙
dio~di101-0046~1;"<sco>
<sec>

<par>
<lno>Hie ligt begraben der Edl Vnd Vest Georg Goder zu Kriestorff deme Gott genedig sein wolle Amen</lno>
</par>
</sec>
</sco>";Hie ligt begraben der Edl Vnd Vest Georg Goder zu Kriestorff deme Gott genedig sein wolle Amen
dio~di101-0047~1;"<sco>
    <sec>
      <par>
        <lno>Anno ∙ d(omi)ni ∙ Millesimo ∙ Quad/ringentesimo ∙ Quadragesimo ∙ &lt;v&gt; ∙ in die &lt;<lig>de</lig>s ∙ freitags ∙ nach ∙ gotcz/lẹic̣ḥnams<appalpha id=""footnotes-appalpha-dio-di101-0047-a"">a)</appalpha> ∙ tag ∙ <lig>de</lig>s ∙ a[---]<appalpha id=""footnotes-appalpha-dio-di101-0047-b"">b)</appalpha> ∙&gt; / Obyt ∙ venerabilis ∙ d(omi)n(u)s ∙ d(omi)n(u)s ∙ / petrus ∙ kṇọ[---] p[lebanu]s<appalpha id=""footnotes-appalpha-dio-di101-0047-c"">c)</appalpha> ∙ h[ui(us)] ∙ ecclesie ∙ cui(us) ∙ a(n)i(m)a ∙ requiescat ∙ in pace<appalpha id=""footnotes-appalpha-dio-di101-0047-d"">d)</appalpha> ∙</lno>
      </par>
    </sec>
  </sco>";Anno ∙ d(omi)ni ∙ Millesimo ∙ Quad/ringentesimo ∙ Quadragesimo ∙ <v> ∙ in die <des ∙ freitags ∙ nach ∙ gotcz/lẹic̣ḥnamsa) ∙ tag ∙ des ∙ a[---]b) ∙> / Obyt ∙ venerabilis ∙ d(omi)n(u)s ∙ d(omi)n(u)s ∙ / petrus ∙ kṇọ[---] p[lebanu]sc) ∙ h[ui(us)] ∙ ecclesie ∙ cui(us) ∙ a(n)i(m)a ∙ requiescat ∙ in paced) ∙
dio~di101-0048~1;"<sco>
    <sec>
      <par>
        <lno>Anno ∙ d(omi)ni ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0048-o"">o</appalpha> ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0048-o"">o</appalpha> ∙ xlṿ<appalpha id=""footnotes-appalpha-dio-di101-0048-o"">o</appalpha> ∙ Ṃ(ạg̣ịṣṭẹ)ṛ ∙ Petr[ụṣ] / Stig̣er f[act---<appalpha id=""footnotes-appalpha-dio-di101-0048-a"">a)</appalpha> / Qui ∙ obiit ---]</lno>
      </par>
    </sec>
  </sco>";Anno ∙ d(omi)ni ∙ Mo ∙ cccco ∙ xlṿo ∙ Ṃ(ạg̣ịṣṭẹ)ṛ ∙ Petr[ụṣ] / Stig̣er f[act---a) / Qui ∙ obiit ---]
dio~di101-0049~1;"<sco>
    <sec>
      <par>
        <lno>Anno ∙ d(omi)ni ∙ M ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0049-a"">a)</appalpha> ∙ &lt;xlviij ∙ / Dominica ∙ Judica ∙&gt;<appalpha id=""footnotes-appalpha-dio-di101-0049-b"">b)</appalpha> Obyt ∙ frater ∙ Johannes ∙ pḷụẹṭḷ<appalpha id=""footnotes-appalpha-dio-di101-0049-c"">c)</appalpha> // [Abbas in Alderspach primus / Impetr]ator<appalpha id=""footnotes-appalpha-dio-di101-0049-d"">d)</appalpha> ∙ ịnfule ∙ hic ∙ sepult(us) ∙ Cui(us) ∙ a(n)i(m)a ∙ requiescat ∙ in ∙ pace ∙</lno>
      </par>
    </sec>
  </sco>";Anno ∙ d(omi)ni ∙ M ∙ cccca) ∙ <xlviij ∙ / Dominica ∙ Judica ∙>b) Obyt ∙ frater ∙ Johannes ∙ pḷụẹṭḷc) // [Abbas in Alderspach primus / Impetr]atord) ∙ ịnfule ∙ hic ∙ sepult(us) ∙ Cui(us) ∙ a(n)i(m)a ∙ requiescat ∙ in ∙ pace ∙
dio~di101-0050~1;"<sco>
    <sec>
      <par>
        <lno>Hie leit wegrabe(n) / der Edel weis And[re Puczner vnd Anna sein hausfrau die / gestorben<appalpha id=""footnotes-appalpha-dio-di101-0050-a"">a)</appalpha> ist a]n sand linharcz ∙ A<lig>be</lig>/nd<appalpha id=""footnotes-appalpha-dio-di101-0050-b"">b)</appalpha> Anno ∙ d(omi)nj ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0050-o"">o</appalpha> ∙ / cccc<appalpha id=""footnotes-appalpha-dio-di101-0050-o"">o</appalpha> xlviij<appalpha id=""footnotes-appalpha-dio-di101-0050-o"">o</appalpha> ∙ Jar ∙</lno>
      </par>
    </sec>
  </sco>";Hie leit wegrabe(n) / der Edel weis And[re Puczner vnd Anna sein hausfrau die / gestorbena) ist a]n sand linharcz ∙ Abe/ndb) Anno ∙ d(omi)nj ∙ Mo ∙ / cccco xlviijo ∙ Jar ∙
dio~di101-0051~1;"<sco>
    <sec>
      <par>
        <lno>Anno ∙ d(omi)ni ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0051-o"">o</appalpha> ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0051-o"">o</appalpha> ∙ xlṿiij<appalpha id=""footnotes-appalpha-dio-di101-0051-o"">o</appalpha> ∙ / obyt ∙ honorabilis ∙ d(omi)n(u)s<appalpha id=""footnotes-appalpha-dio-di101-0051-a"">a)</appalpha> ∙ Fberhardụs<appalpha id=""footnotes-appalpha-dio-di101-0051-b"">b)</appalpha> ∙ Pawr ∙ pl(e)b(anu)s ∙ huius ∙ / Ecc(les)ie ∙ hic ∙ ṣẹp[ultus cuius]<appalpha id=""footnotes-appalpha-dio-di101-0051-c"">c)</appalpha> / a(n)i(m)a ∙ ṛẹq̣[uiesc]at ∙ in pace</lno>
      </par>
    </sec>
  </sco>";Anno ∙ d(omi)ni ∙ Mo ∙ cccco ∙ xlṿiijo ∙ / obyt ∙ honorabilis ∙ d(omi)n(u)sa) ∙ Fberhardụsb) ∙ Pawr ∙ pl(e)b(anu)s ∙ huius ∙ / Ecc(les)ie ∙ hic ∙ ṣẹp[ultus cuius]c) / a(n)i(m)a ∙ ṛẹq̣[uiesc]at ∙ in pace
dio~di101-0052~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>[Anno] ḍ(ọṃị)ṇị M<appalpha id=""footnotes-appalpha-dio-di101-0052-o"">o</appalpha> cccc [xxxxix in die ∙ sanctorv(m) ∙ p(ro)thi ∙ et ∙ J]ac̣ịnc̣ṭi ∙ m(arty)r(u)m ∙ Obyt ∙ venerabilis ∙ Ịṇ ∙ chr(ist)o<appalpha id=""footnotes-appalpha-dio-di101-0052-a"">a)</appalpha> ∙ pater ∙ / et ∙ dominus ∙ d(omi)n(u)s ∙ Johannes ∙ / Schreibel ∙ abb[as]</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>[B]ẹnedict(us)</lno>
      </par>
    </sec>
    <sec>
      <snr>III.</snr>
      <par>
        <lno>oṛạ p(ro) me</lno>
      </par>
    </sec>
  </sco>";I. [Anno] ḍ(ọṃị)ṇị Mo cccc [xxxxix in die ∙ sanctorv(m) ∙ p(ro)thi ∙ et ∙ J]ac̣ịnc̣ṭi ∙ m(arty)r(u)m ∙ Obyt ∙ venerabilis ∙ Ịṇ ∙ chr(ist)oa) ∙ pater ∙ / et ∙ dominus ∙ d(omi)n(u)s ∙ Johannes ∙ / Schreibel ∙ abb[as] II. [B]ẹnedict(us) III. oṛạ p(ro) me
dio~di101-0053~1;"<sco>
<sec>

<par>
<lno>s(anctus) · Mathe(us)</lno>
</par>
</sec>
</sco>";s(anctus) · Mathe(us)
dio~di101-0054~1;"<sco>
    <sec>
      <par>
        <lno>[Anno] d(omi)ni ∙ M ∙ cccc ḷị<appalpha id=""footnotes-appalpha-dio-di101-0054-a"">a)</appalpha> ∙ x̣ḷịịịịị<appalpha id=""footnotes-appalpha-dio-di101-0054-b"">b)</appalpha> / [obiit] Matheus ∙ strenb/[erger fer]ia<appalpha id=""footnotes-appalpha-dio-di101-0054-c"">c)</appalpha> ∙ q(ua)rta ∙ post ∙ exal/[tatione<appalpha id=""footnotes-appalpha-dio-di101-0054-d"">d)</appalpha> s]ancte ∙ crucis<appalpha id=""footnotes-appalpha-dio-di101-0054-e"">e)</appalpha> ∙</lno>
      </par>
    </sec>
  </sco>";[Anno] d(omi)ni ∙ M ∙ cccc ḷịa) ∙ x̣ḷịịịịịb) / [obiit] Matheus ∙ strenb/[erger fer]iac) ∙ q(ua)rta ∙ post ∙ exal/[tationed) s]ancte ∙ crucise) ∙
dio~di101-0055~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>∙ i ∙ n ∙ r ∙ i </lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>∙ M<appalpha id=""footnotes-appalpha-dio-di101-0055-o"">o</appalpha> ∙ cccc ∙ li ∙</lno>
      </par>
    </sec>
  </sco>";I. ∙ i ∙ n ∙ r ∙ i II. ∙ Mo ∙ cccc ∙ li ∙
dio~di101-0056~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Anno<appalpha id=""footnotes-appalpha-dio-di101-0056-a"">a)</appalpha> ∙ d(omi)ni ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0056-o"">o</appalpha> ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0056-o"">o</appalpha> ∙ &lt;liij<appalpha id=""footnotes-appalpha-dio-di101-0056-o"">o</appalpha>&gt; ∙ i(n) die ∙ / &lt;∙ dedicac(i)o(n)is&gt; O(biit) ∙ Venerabilis ∙ p(ate)r ∙ (et)<appalpha id=""footnotes-appalpha-dio-di101-0056-b"">b)</appalpha> ∙ d(omi)n(u)s ∙ d(omi)n(u)s ∙ Pet[r]us ∙ / xij<appalpha id=""footnotes-appalpha-dio-di101-0056-c"">c)</appalpha> ∙ <lig>p(re)p</lig>osit(us) ∙ dict(us) ∙ czistlar ∙ (et)<appalpha id=""footnotes-appalpha-dio-di101-0056-b"">b)</appalpha> ∙ / prim(us) ∙ aḅḅas ∙ hui(us) ∙ loci ∙ ei(us) ∙ a(n)i(m)a ∙ requiescat<appalpha id=""footnotes-appalpha-dio-di101-0056-d"">d)</appalpha> ∙ i(n) ∙ pace ∙ Amen ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>fr(ater) ∙ Sbeiil<appalpha id=""footnotes-appalpha-dio-di101-0056-e"">e)</appalpha> / cap(pe)lan(us)</lno>
      </par>
    </sec>
  </sco>";I. Annoa) ∙ d(omi)ni ∙ Mo ∙ cccco ∙ <liijo> ∙ i(n) die ∙ / <∙ dedicac(i)o(n)is> O(biit) ∙ Venerabilis ∙ p(ate)r ∙ (et)b) ∙ d(omi)n(u)s ∙ d(omi)n(u)s ∙ Pet[r]us ∙ / xijc) ∙ p(re)posit(us) ∙ dict(us) ∙ czistlar ∙ (et)b) ∙ / prim(us) ∙ aḅḅas ∙ hui(us) ∙ loci ∙ ei(us) ∙ a(n)i(m)a ∙ requiescatd) ∙ i(n) ∙ pace ∙ Amen ∙ II. fr(ater) ∙ Sbeiile) / cap(pe)lan(us)
dio~di101-0057~1;"<sco>
    <sec>
      <par>
        <lno>Hic ∙ est ∙ sepult(us) ∙ d(omi)n(u)s ∙ / iohannes ∙ veldt ∙ pleba/nus ∙ in Weichmerting / qui ∙ ob//yt<appalpha id=""footnotes-appalpha-dio-di101-0057-a"">a)</appalpha> ∙ anno / ḍ(omi)ni ∙ // M ∙ cccc / ḷiiii ∙ a<appalpha id=""footnotes-appalpha-dio-di101-0057-b"">b)</appalpha> // letare</lno>
      </par>
    </sec>
  </sco>";Hic ∙ est ∙ sepult(us) ∙ d(omi)n(u)s ∙ / iohannes ∙ veldt ∙ pleba/nus ∙ in Weichmerting / qui ∙ ob//yta) ∙ anno / ḍ(omi)ni ∙ // M ∙ cccc / ḷiiii ∙ ab) // letare
dio~di101-0058~1;"<sco>
    <sec>
      <par>
        <lno>[A]nno d(omi)ni M Cccc ∙ lv ∙ / [---] s(an)c̣ṭị lamperti ep(iscop)i ∙ / [--- venerab]il(is) p(res)b(yte)r ∙ d(omi)n(v)s ∙ / leonhard(vs) Stren<lig>be</lig>r<lig>ge</lig>r ∙ / vicari(vs)<appalpha id=""footnotes-appalpha-dio-di101-0058-a"">a)</appalpha> hvi(vs) ec(c)l(es)ịe<appalpha id=""footnotes-appalpha-dio-di101-0058-a"">a)</appalpha> ∙ h(ic) ∙ sep(v)lt(vs) ∙ / cvi(vs) ∙ a(n)i(m)a req(ui)escat ∙ in pace ∙</lno>
      </par>
    </sec>
  </sco>";[A]nno d(omi)ni M Cccc ∙ lv ∙ / [---] s(an)c̣ṭị lamperti ep(iscop)i ∙ / [--- venerab]il(is) p(res)b(yte)r ∙ d(omi)n(v)s ∙ / leonhard(vs) Strenberger ∙ / vicari(vs)a) hvi(vs) ec(c)l(es)ịea) ∙ h(ic) ∙ sep(v)lt(vs) ∙ / cvi(vs) ∙ a(n)i(m)a req(ui)escat ∙ in pace ∙
dio~di101-0059~1;"<sco>
    <sec>
      <par>
        <lno>m ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0059-a"">a)</appalpha> // ∙ lvj ∙</lno>
      </par>
    </sec>
  </sco>";m ∙ cccca) // ∙ lvj ∙
dio~di101-0060~1;"<sco>
<sec>

<par>
<lno>1456</lno>
</par>
</sec>
</sco>";1456
dio~di101-0061~1;"<sco>
<sec>

<par>
<lno>1457</lno>
</par>
</sec>
</sco>";1457
dio~di101-0062~1;"<sco>
    <sec>
      <par>
        <lno>Das ∙ Paw ∙ hat ∙ Ange/hebt ∙ Syman ∙ püczn(er)<appalpha id=""footnotes-appalpha-dio-di101-0062-a"">a)</appalpha> / Anno ∙ d(omi)nj ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0062-o"">o</appalpha> ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0062-o"">o</appalpha> ∙ lviiij<appalpha id=""footnotes-appalpha-dio-di101-0062-o"">o</appalpha></lno>
      </par>
    </sec>
  </sco>";Das ∙ Paw ∙ hat ∙ Ange/hebt ∙ Syman ∙ püczn(er)a) / Anno ∙ d(omi)nj ∙ Mo ∙ cccco ∙ lviiijo
dio~di101-0063~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Anno ∙ D(omi)nj ∙ M ∙ cccc ∙ lx / &lt;---&gt; Jst ∙ gestorben ∙ / Cristoff ∙ Smacz ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Miserere<appalpha id=""footnotes-appalpha-dio-di101-0063-a"">a)</appalpha> ∙ // Mey ∙ dẹ[u]s</lno>
      </par>
    </sec>
  </sco>";I. Anno ∙ D(omi)nj ∙ M ∙ cccc ∙ lx / <---> Jst ∙ gestorben ∙ / Cristoff ∙ Smacz ∙ II. Misererea) ∙ // Mey ∙ dẹ[u]s
dio~di101-0064~1;"<sco>
    <sec>
      <par>
        <lno>Anno d(omi)ni M cccc lx[….]<appalpha id=""footnotes-appalpha-dio-di101-0064-a"">a)</appalpha> / Obiit ∙ D(omi)n(u)s ∙ Joh(ann)es ∙ Ạṃỵẹṇs ∙ Pastor ∙ [---/---]<appalpha id=""footnotes-appalpha-dio-di101-0064-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";Anno d(omi)ni M cccc lx[….]a) / Obiit ∙ D(omi)n(u)s ∙ Joh(ann)es ∙ Ạṃỵẹṇs ∙ Pastor ∙ [---/---]b)
dio~di101-0065~1;"<sco>
    <sec>
      <par>
        <lno>pri(mus)<appalpha id=""footnotes-appalpha-dio-di101-0065-a"">a)</appalpha> ∙ lap(is)<appalpha id=""footnotes-appalpha-dio-di101-0065-a"">a)</appalpha> ∙ Jace(t)<appalpha id=""footnotes-appalpha-dio-di101-0065-a"">a)</appalpha> / Jbi ∙ an(no) ∙ d(omin)i ∙ lxi<appalpha id=""footnotes-appalpha-dio-di101-0065-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";pri(mus)a) ∙ lap(is)a) ∙ Jace(t)a) / Jbi ∙ an(no) ∙ d(omin)i ∙ lxib)
dio~di101-0066~1;"<sco>
<sec>

<par>
<lno>∙ an(no) ∙ d(omin)i ∙ m ∙ cccc ∙ lxii ∙ iar ∙</lno>
</par>
</sec>
</sco>";∙ an(no) ∙ d(omin)i ∙ m ∙ cccc ∙ lxii ∙ iar ∙
dio~di101-0067~1;"<sco>
    <sec>
      <par>
        <lno>Anno ∙ d(omi)nj ∙ M<appalpha id=""footnotes-appalpha-dio-di101-0067-o"">o</appalpha> ∙ cccc<appalpha id=""footnotes-appalpha-dio-di101-0067-o"">o</appalpha> ∙ lxiij<appalpha id=""footnotes-appalpha-dio-di101-0067-o"">o</appalpha> ∙ Jst ∙ / [g]e[sto]rben ∙ die ∙ Edel ∙ vnd ∙ vest ∙ Fraẉ<appalpha id=""footnotes-appalpha-dio-di101-0067-a"">a)</appalpha> ∙ Baṛḅạ[ra des ---]<appalpha id=""footnotes-appalpha-dio-di101-0067-b"">b)</appalpha> Cristan ∙ Frawnberger / ∙ Hawsfraw ∙ des ∙ suntags ∙ Reminiscere ∙ <lig>de</lig>r ∙ got ∙ genad<appalpha id=""footnotes-appalpha-dio-di101-0067-c"">c)</appalpha></lno>
      </par>
    </sec>
  </sco>";Anno ∙ d(omi)nj ∙ Mo ∙ cccco ∙ lxiijo ∙ Jst ∙ / [g]e[sto]rben ∙ die ∙ Edel ∙ vnd ∙ vest ∙ Fraẉa) ∙ Baṛḅạ[ra des ---]b) Cristan ∙ Frawnberger / ∙ Hawsfraw ∙ des ∙ suntags ∙ Reminiscere ∙ der ∙ got ∙ genadc)
